Member_ID,Gender,Income,Marriage,Education,Vocation,Age,Country,Zipcode,Regeistered_date,Receive_DM,Newsletter,New_product_notification,是否同意關企企業應運用,是否收到簡訊,是否收到EMAIL,是否收到電訪
2020102200035499,M,-,-,-,-,36,Taiwan,220,2020/10/22,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020072600031640,M,-,-,-,-,33,Taiwan,-,2020/07/26,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019113000023763,M,-,-,-,-,45,Taiwan,-,2019/11/30,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020082900032943,M,-,-,-,-,-,Taiwan,-,2020/08/29,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020041900028478,F,-,-,-,-,44,Taiwan,-,2020/04/19,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020042500028631,F,-,-,-,-,35,Taiwan,-,2020/04/25,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019040200015535,M,-,-,-,-,60,Taiwan,302,2019/04/02,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019110300023045,F,-,-,-,-,50,Taiwan,105,2019/11/03,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019112900023747,F,-,-,-,-,42,Taiwan,235,2019/11/29,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019113000023768,F,-,-,-,-,43,Taiwan,116,2019/11/30,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019040500015649,F,-,-,-,-,27,Taiwan,100,2019/04/05,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019040600015737,F,-,-,-,-,41,Taiwan,302,2019/04/06,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019040600015755,M,-,-,-,-,-,Taiwan,-,2019/04/06,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020051700029317,F,-,-,-,-,45,Taiwan,-,2020/05/17,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020050200028889,M,-,-,-,-,41,Taiwan,-,2020/05/02,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020050500028978,M,-,-,-,-,37,Taiwan,-,2020/05/05,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020110500036722,M,-,-,-,-,25,Taiwan,-,2020/11/05,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019121100024275,M,-,-,-,-,-,Taiwan,-,2019/12/11,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019121200024314,F,-,-,-,-,36,Taiwan,100,2019/12/12,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019101000022074,F,-,-,-,-,20,Taiwan,114,2019/10/10,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019102400022667,M,-,-,-,-,51,Taiwan,104,2019/10/24,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020051600029288,F,-,-,-,-,-,Taiwan,-,2020/05/16,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020051700029366,F,-,-,-,-,50,Taiwan,103,2020/05/17,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020051800029399,F,-,-,-,-,-,Taiwan,-,2020/05/18,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020092600033794,F,-,-,-,-,45,Taiwan,231,2020/09/26,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019050500017076,M,-,-,-,-,43,Taiwan,260,2019/05/05,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020052300029549,M,-,-,-,-,29,Taiwan,-,2020/05/23,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019042900016748,M,-,-,-,-,41,Taiwan,241,2019/04/29,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020100900034347,F,-,-,-,-,50,Taiwan,-,2020/10/09,一定要收到,-,-,TRUE,TRUE,TRUE,TRUE
2020072600031650,M,-,-,-,-,48,Taiwan,-,2020/07/26,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019051600017385,F,-,-,-,-,47,Taiwan,-,2019/05/16,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020090900033294,F,-,-,-,-,-,Taiwan,-,2020/09/09,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020012000025590,M,-,-,-,-,62,Taiwan,-,2020/01/20,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019042000016285,M,-,-,-,-,29,Taiwan,-,2019/04/20,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019110200022958,M,-,-,-,-,45,Taiwan,105,2019/11/02,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019111400023297,F,-,-,-,-,44,Taiwan,111,2019/11/14,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019053000017928,M,-,-,-,-,58,Taiwan,-,2019/05/30,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020062100030523,F,-,-,-,-,24,Taiwan,266,2020/06/21,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020102300035534,F,-,-,-,-,39,Taiwan,-,2020/10/23,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020102400035708,F,-,-,-,-,55,Taiwan,-,2020/10/24,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020102500035866,F,-,-,-,-,50,Taiwan,221,2020/10/25,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020102500035871,M,-,-,-,-,-,Taiwan,-,2020/10/25,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019112400023584,M,-,-,-,-,28,Taiwan,220,2019/11/24,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020071900031288,M,-,-,-,-,34,Taiwan,202,2020/07/19,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020092900033894,F,-,-,-,-,55,Taiwan,-,2020/09/29,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019061700018831,F,-,-,-,-,33,Taiwan,-,2019/06/17,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020102600036029,M,-,-,-,-,39,Taiwan,105,2020/10/26,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020082900032969,M,-,-,-,-,28,Taiwan,-,2020/08/29,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019061200018519,M,-,-,-,-,-,Taiwan,-,2019/06/12,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019061300018555,M,-,-,-,-,37,Taiwan,242,2019/06/13,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020040300028063,F,-,-,-,-,46,Taiwan,-,2020/04/03,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020040700028163,M,-,-,-,-,46,Taiwan,-,2020/04/07,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019070600019420,F,-,-,-,-,38,Taiwan,244,2019/07/06,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019062200018974,F,-,-,-,-,31,Taiwan,242,2019/06/22,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019062300019036,F,-,-,-,-,53,Taiwan,100,2019/06/23,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019061900018875,M,-,-,-,-,46,Taiwan,112,2019/06/19,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020011100025176,M,-,-,-,-,41,Taiwan,234,2020/01/11,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020011600025322,F,-,-,-,-,23,Taiwan,-,2020/01/16,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019071300019619,F,-,-,-,-,-,Taiwan,-,2019/07/13,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020102400035695,M,-,-,-,-,31,Taiwan,-,2020/10/24,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019081700020725,M,-,-,-,-,27,Taiwan,116,2019/08/17,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020051700029361,M,-,-,-,-,37,Taiwan,-,2020/05/17,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019121800024525,F,-,-,-,-,38,Taiwan,330,2019/12/18,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019122100024606,M,-,-,-,-,39,Taiwan,-,2019/12/21,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019082400020878,F,-,-,-,-,35,Taiwan,-,2019/08/24,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020040300028068,F,-,-,-,-,47,Taiwan,-,2020/04/03,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2020102500035994,M,-,-,-,-,57,Taiwan,-,2020/10/25,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
2019021300014753,F,-,-,-,-,-,Taiwan,-,2019/02/13,一定要收到,-,-,FALSE,FALSE,FALSE,FALSE
