Business_ID,Counter_ID,Category,SITE_ID,Branch
00017825,40016,Men's Wear,9550,禮客內湖店
00017826,20058,Fashion,9550,禮客內湖店
00017827,30002,Men's Wear,9550,禮客內湖店
00017828,40019,Hardware,9550,禮客內湖店
00017829,30396,Sports,9550,禮客內湖店
00017830,20140,Fashion,9550,禮客內湖店
00017831,20158,Fashion,9550,禮客內湖店
00017832,20058,Fashion,9550,禮客內湖店
00017833,20108,Fashion,9550,禮客內湖店
00017834,30002,Men's Wear,9550,禮客內湖店
00017835,30445,Men's Wear,9550,禮客內湖店
00017836,40015,Hardware,9550,禮客內湖店
00017837,10071,Hardware,9550,禮客內湖店
00017838,10107,Hardware,9550,禮客內湖店
00017839,50083,Hardware,9550,禮客內湖店
00017840,50091,Women's Wear,9550,禮客內湖店
00017841,30392,Sports,9550,禮客內湖店
00017842,30467,Sports,9550,禮客內湖店
00017843,60017,Sports,9550,禮客內湖店
00017844,30466,Sports,9550,禮客內湖店
00017845,20058,Fashion,9550,禮客內湖店
00017846,30002,Men's Wear,9550,禮客內湖店
00017847,50083,Hardware,9550,禮客內湖店
00017848,50092,Sports,9550,禮客內湖店
00017849,10119,Fashion,9550,禮客內湖店
00017850,20058,Fashion,9550,禮客內湖店
00017851,20140,Fashion,9550,禮客內湖店
00017852,20172,Sports,9550,禮客內湖店
00017853,30002,Men's Wear,9550,禮客內湖店
00017854,30396,Sports,9550,禮客內湖店
00017855,30473,Men's Wear,9550,禮客內湖店
00017856,40016,Men's Wear,9550,禮客內湖店
00017857,40019,Hardware,9550,禮客內湖店
00017858,10122,Housewares,9550,禮客內湖店
